name,team,teamSlug,role,pma,pfc,pmaRange,pfcRange,slot,expectedTitolarita,expectedFantamedia,roleMantra,idFantacalcio,lastThreeYearTitolarity,lastFiveYearVotoBase,lastFiveYearFantamedia,lastFiveYearTitolarity,lastYearVotoBase,lastYearFantamedia,lastYearTitolarity,lastFiveMatchesVotoBase,lastFiveMatchesFantamedia,lastFiveMatchesTitolarity,currentSeasonVotoBase,currentSeasonFantamedia,currentSeasonTitolarity,playerStatus,penaltyProbability,freeKickProbability,unavailableUntilRound,fasciaFc,fasciaFr,svinc,commentoFr,africaUntilRound,position,modulo,coach,commentoFrTeam,rientroIncerto,newArrival,calciomercato,updatedAt,dpfcpma
MILLA,Como,COM,C,"2,6",1,2-4,1-2,8,52,"6,06",,7412,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"71,4","Sulla carta è il sostituto di Perrone. Con i tanti impegni del Como potrebbe avere spazio, ma non è un giocatore da bonus. Potete fare altre scelte. Evitabile.",0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
OYONO A.,Frosinone,FRO,D,"3,1",1,3-4,1-2,8,92,"5,88",,6238,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"30,8", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
CARBONI A.,Monza,MON,D,"2,6","3,6",2-4,3-5,7,88,"6,04",,4925,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"65,6","Centrale solido e duttile, bravo nei duelli e nella costruzione.",0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,1
GELLI J.,Frosinone,FRO,D,"1,6",1,2-2,1-2,8,56,"5,69",,7468,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,9", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
BAKOUNE,Monza,MON,D,"1,8",1,2-3,1-2,8,84,"5,87",,7476,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"96,5", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
LAUBERBACH,Venezia,VEN,A,"1,9",1,2-3,1-2,6,52,"6,04",,7482,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"89,8", ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
DELLI CARRI,Monza,MON,D,"2,8",1,3-4,1-2,8,92,"5,87",,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"67,2", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
VIERY,Fiorentina,FIO,D,"10,5","19,1",9-13,15-24,4,92,"6,13",,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"3,5","Difensore centrale o terzino sinistro classe 2005, brasiliano e con un ottimo mancino. Uno dei prospetti più interessanti del Brasile e Paratici ha deciso di acquistarlo per 15 milioni di euro. La sua duttilità lo porterà a essere molto utilizzato. Scommessa.",0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,8
FRANJIC,Venezia,VEN,D,1,1,1-2,1-2,8,72,"5,67",,7478,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"98,2", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,0
CALVANI,Frosinone,FRO,D,"2,4",1,2-4,1-2,8,88,"5,85",,7467,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"83,4", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
OYONO J.,Frosinone,FRO,D,"2,6",1,2-4,1-2,8,60,"5,69",,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"87,1", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
EL AZZOUZI O.,Bologna,BOL,C,"2,4",1,2-3,1-2,8,52,"5,95",,6225,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,9", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
PIZZIGNACCO,Monza,MON,P,"1,7",1,2-2,1-2,3,20,"4,91",,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"88,9", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MONTERISI,Frosinone,FRO,D,"5,5",1,4-8,1-2,8,88,"5,83",,4952,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"9,3","Alto (190 cm), dominante nei duelli aerei e solido nei contrasti. Sa costruire dal basso con una certa qualità e non è solo un “distruttore”. Ha migliorato molto nella lettura delle situazioni e nella gestione della palla sotto pressione. Ottimo difensore Low cost.",0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
ROMANO,Cagliari,CAG,C,"2,6",1,2-4,1-2,8,66,"5,97",,7311,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,10,0,Riserva,Riserva,59, ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
GRANDI,Venezia,VEN,P,"1,7",1,2-2,1-2,3,10,"4,84",,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"93,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MATTURRO,Genoa,GEN,D,2,1,2-2,1-2,8,52,"5,92",,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,6", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
SCHINGTIENNE,Venezia,VEN,D,"2,7",1,2-4,1-2,8,92,"5,81",,6892,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"63,4", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
CITTADINI,Frosinone,FRO,D,"2,3",1,2-3,1-2,8,84,"5,8",,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"94,2", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
ABANKWAH,Udinese,UDI,D,"2,2",1,2-3,1-2,8,52,"5,87",,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,2", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MARIN R.,Napoli,NAP,D,"3,6",1,3-5,1-2,8,68,"5,93",,6638,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,49, ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-3
CIURRIA,Monza,MON,C,"2,4",1,2-3,1-2,8,72,"5,86",,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,Jolly,Jolly,"87,4","Esterno/trequartista esperto, dinamico e capace di contribuire in entrambe le fasi.",0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
PUCZKA,Genoa,GEN,D,"2,6",1,2-4,1-2,8,53,"5,86",,7413,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"67,8", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
DAGASSO,Venezia,VEN,C,"2,3",1,2-4,1-2,8,52,"5,88",,7481,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"93,3", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
HASA,Frosinone,FRO,C,"2,6",1,2-4,1-2,8,68,"6,04",,6903,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"89,6", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
CAMARA A.,Udinese,UDI,C,"1,9",1,2-3,1-2,8,40,"5,88",,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,8", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
LOLIC,Frosinone,FRO,P,"1,7",1,2-2,1-2,3,10,"5,08",,7466,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
LISMAN,Venezia,VEN,A,2,1,2-3,1-2,6,53,"5,78",,7408,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"95,8", ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
STRAJNAR,Monza,MON,P,"1,8",1,2-3,1-2,3,10,"4,88",,7475,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,4", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
SAGRADO,Venezia,VEN,D,"3,4",1,4-4,1-2,8,52,"5,8",,6681,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,3", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
DUNCAN,Venezia,VEN,C,"2,7",1,2-4,1-2,8,56,"5,74",,526,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,1", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
CORRADO,Frosinone,FRO,D,"1,8",1,2-2,1-2,8,56,"5,74",,7471,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,8", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
DAFFARA,Parma,PAR,P,"4,7",1,3-8,1-2,3,20,"4,69",,7411,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"46,3",Portiere di buone qualità ma rimane il secondo per ora.,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
KONE B.,Frosinone,FRO,C,"3,3",1,4-4,1-2,8,52,"5,73",,5725,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,1", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
ANTOV,Monza,MON,D,"1,8",1,1-3,1-2,8,52,"5,68",,5399,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"98,2", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
AMEY,Frosinone,FRO,D,"2,6",1,3-4,1-2,8,52,"5,67",,5424,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,1", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
LUCCHESI,Monza,MON,D,"2,2",1,2-3,1-2,8,68,"5,67",,6659,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"86,7", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
GOMES,Venezia,VEN,D,"1,8",1,2-3,1-2,8,52,"5,65",,7454,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"99,3", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
SVERKO,Venezia,VEN,D,"2,2",1,2-3,1-2,8,45,"5,59",,6673,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,8,Riserva,Riserva,"96,5", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
CORREIA T.,Venezia,VEN,D,"3,9",1,3-6,1-2,8,84,"5,87",,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"43,4", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-3
RENZETTI,Lazio,LAZ,P,"1,8",1,2-3,1-2,3,10,"5,39",,7534,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"77,6", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MORENO M.,Venezia,VEN,D,"2,3",1,2-3,1-2,8,92,"5,77",,6890,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"81,8", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
PIANA,Udinese,UDI,P,"1,8",1,2-3,1-2,3,10,"5,28",,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"87,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
STOLZ,Genoa,GEN,P,"1,8",1,2-3,1-2,3,20,"4,42",,6569,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,84, ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
POZZI,Venezia,VEN,P,"1,8",1,2-3,1-2,3,37,"5,08",,7531,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"95,8", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
TRAORÈ HJ.,Genoa,GEN,C,4,"11,5",3-6,9-15,5,80,"6,47",,2857,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"41,4", ,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,8
STONES,Inter,INT,D,"36,2","31,2",33-41,24-39,2,92,"6,22",,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,0, ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-5
MANGAS,Monza,MON,D,10,"9,5",8-13,8-12,6,92,"6,06",,7485,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"2,6", ,0,8,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,0
DOEKHI,Lazio,LAZ,D,"16,2","20,2",14-20,16-26,4,92,"6,14",,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"0,6","Bisogna dire che lui potrebbe essere veramente un acquisto perfetto all'asta. Sarà titolare, verrà pagato discretamente poco e ha una propensione al bonus altissima. Nella passata stagione è stato il difensore più prolifico nei top 5 campionati Europei. Scommessa intrigantissima.",0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,4
PEREZ K.,Venezia,VEN,C,"2,6",1,2-4,1-2,8,78,"6,13",,6994,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,10,0,TitLowCost,TitLowCost,"64,5","Mezzala creativa e di qualità. Buona visione di gioco, capacità di creare e arrivare in zona gol. È uno dei profili più tecnici del reparto. Non sarà titolare fisso, per questo nonostante le ottime caratteristiche vi consigliamo di fare altre scelte. ",0,8,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
ADAMS A.,Venezia,VEN,A,"51,3","64,9",43-60,52-78,3,92,"6,58",,7484,0,0,0,0,0,0,0,0,0,0,0,0,0,T,70,0,0,OttimoTit,OttimoTit,0,"Non è un attaccante di fantasia o che lega particolarmente il gioco: preferisce attaccare la porta piuttosto che venire incontro. Rende particolarmente bene in sistemi verticali e basati sulle ripartenze. Si definisce lui stesso un ""classico numero 9"". Negli anni ha dimostrato di avere fiuto del gol e crediamo che insieme a Yeboah farà molto bene. Terzo/quarto slot.",0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,14
VARELA G.,Monza,MON,A,"6,4","41,5",4-9,32-52,4,88,"6,47",,7523,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,37, ,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,36
WINKS,Cagliari,CAG,C,"3,1",1,3-5,1-2,8,78,"6,21",,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,20,0,TitLowCost,TitLowCost,"35,9","Dopo anni di militanza tra Premier e Championship arriva al Cagliari e porta esperienza in mediana. Da lui non troverete bonus, più facile qualche malus. Si possono fare altre scelte. Evitabile.",0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
OULAI,Fiorentina,FIO,C,"8,8","13,1",6-12,10-17,5,80,"6,48",,7464,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"4,4","Acquisto importante a livello economico e in prospettiva. Oulai gioca centrale e nel centrocampo a 3 di Grosso si giocherà una maglia con Fagioli. I due hanno caratteristiche differenti. Fagioli ha più qualità nel passaggio, lui invece grande forza fisica ed è capace a ribaltare con velocità le azioni da difensive in offensive.",0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,4
DESPLANCHES,Frosinone,FRO,P,"2,1",1,2-3,1-2,2,82,"4,42",,7463,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"58,3", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MASCARDI,Torino,TOR,P,"2,3",1,2-3,1-2,3,10,"4,75",,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"66,1", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
HAPPONEN,Bologna,BOL,P,"1,9",1,2-3,1-2,3,10,5,,7533,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"77,8", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
ALHASSANE,Bologna,BOL,D,"2,7",1,3-4,1-2,8,60,"5,9",,7483,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"97,1", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
DE MARZI,Roma,ROM,P,"1,8",1,2-3,1-2,3,10,"5,42",,7048,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"40,8", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
KOFLER,Cagliari,CAG,D,"2,3",1,2-3,1-2,8,52,"5,89",,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"90,7", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
COMERT,Torino,TOR,D,"3,2",1,3-5,1-2,8,52,"5,93",,7526,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"48,1", ,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
AMONDARAIN,Bologna,BOL,C,"3,2",1,3-5,1-2,8,64,"6,08",,7528,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"71,8", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
FITZ-JIM,Torino,TOR,C,"4,6",1,3-7,1-2,8,84,"6,26",,7535,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"19,7", ,0,7,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
EL AZZOUZI A.,Frosinone,FRO,C,"2,5",1,2-4,1-2,8,52,"5,71",,7456,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"96,5", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
KOLO MUANI,Juventus,JUV,A,"277,6","283,5",259-298,256-312,1,92,"7,24",,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,T,60,0,0,Semi-Top,Semi-Top,0,Finalmente la Juventus è riuscita a riprendere Kolo Muani. Il giocatore non vedeva l'ora di tornare e noi di riaverlo al fantacalcio. Con la speranza che riesca a riscattare l'ultima stagione negativa in premier.,0,11,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,6
ALAJBEGOVIC,Juventus,JUV,C,"84,1","94,4",78-92,76-114,1,88,"6,98",,7436,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,Semi-Top,Semi-Top,0,Giocatore di grandissimo talento e prospettiva. La Juventus ha deciso di puntarci per il presente e il futuro. Avrà tanto spazio nonostante la giovane età. Listato centrocampista è da considerarsi un Semitop.,0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,10
BOWIE,Sassuolo,SAS,A,"22,7",74,17-30,60-89,3,88,"6,69",,7347,0,0,0,0,"5,96","6,79","3684,21",0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"0,6",Lo scorso anno ha dimostrato di poterci stare benissimo in Serie A. Nel Sassuolo crediamo possa fare bene. ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,51
VALDEPENAS,Fiorentina,FIO,D,"24,8",21,21-29,16-27,3,90,"6,16",,7294,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"1,1", ,0,5,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
GEUBBELS,Lecce,LEC,A,"26,8","53,5",21-34,43-65,3,88,"6,56",,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,B,70,0,0,OttimoTit,OttimoTit,0, ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,27
VISMARA,Atalanta,ATA,P,"1,8",1,2-3,1-2,3,10,"5,17",,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"49,2", ,0,1,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
AKINSANMIRO,Monza,MON,C,3,1,3-4,1-2,8,88,"5,97",,6593,0,0,0,0,"5,8","5,8","6052,63",0,0,0,0,0,0,B,0,10,0,TitLowCost,TitLowCost,"45,2","Lo scorso anno ha fatto intravedere le sue qualità nel Pisa. Il Monza ha deciso di acquistarlo dall'Inter e crediamo che ha fatto bene. Non un giocatore da tanti bonus, ma qualcuno potrebbe portarvelo. Centrocampista da ultimi slot per completare il reparto.",0,6,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-2
DIALLO O.,Parma,PAR,C,"2,9",1,3-4,1-2,8,78,"6,3",,7536,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,TitLowCost,TitLowCost,"78,5", ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
PAVARD,Inter,INT,D,"5,3",1,4-8,1-2,8,60,"6,02",,4177,"3859,65",0,0,0,"6,5","6,5","263,16",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"27,5", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
KOULIERAKIS,Roma,ROM,D,"18,8",1,15-23,1-2,8,70,"6,09",,7529,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"1,3", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-18
SOW,Genoa,GEN,C,"4,7",1,4-7,1-2,7,90,"6,23",,5946,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"22,3", ,0,6,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-4
COUTO,Como,COM,D,"37,2","27,6",33-42,21-35,3,92,"6,2",,6727,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"2,6","In carriera ha giocato in diversi club importanti, ha fatto anche vedere ottime cose e crediamo che ora con Fabregas sboccerà definitivamente. Su quella fascia il posto è il suo e crediamo che possa portare diversi bonus.",0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-9
AKPOGUMA,Frosinone,FRO,D,"2,2",1,2-3,1-2,8,92,"5,87",,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,TitLowCost,TitLowCost,"87,8", ,0,4,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
MITAJ,Genoa,GEN,D,"3,8","5,9",3-6,5-8,7,78,"6,13",,7537,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,0,TitLowCost,TitLowCost,"47,6",Sarà lui il titolare sull'out di sinistra. Può essere un buon acquisto come 4/5 slot. Batte anche qualche calcio piazzato e questo può risultare interessante.,0,8,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,2
SATALINO,Sassuolo,SAS,P,"1,8",1,1-3,1-2,3,45,"4,5",,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Jolly,Jolly,"98,4", ,0,1,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
HALHAL,Venezia,VEN,D,"2,5",1,2-4,1-2,8,52,"5,59",,7538,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"83,1", ,0,2,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-2
TOURÈ E.,Parma,PAR,A,"40,4",56,33-49,45-68,3,90,"6,56",,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,T,70,0,0,OttimoTit,OttimoTit,3, ,0,10,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,16
BUKSA,Udinese,UDI,A,"2,2",1,2-3,1-2,6,52,"6,36",,7249,0,0,0,0,"5,88","6,24","5526,32",0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,"55,4", ,0,11,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-1
MASTANTUONO,Fiorentina,FIO,C,"96,2","85,7",89-104,69-103,2,92,"6,84",,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,T,10,20,0,OttimoTit,OttimoTit,"2,8","Classe cristallina, eleganza pura. Vuole dimostrare che il Real Madrid lo scorso anno non ha sbagliato a puntare su di lui. Firenze potrebbe essere la piazza perfetta per il suo rilancio.",0,9,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-10
ROBINSON J.,Monza,MON,A,"2,3",1,2-3,1-2,6,58,"5,81",,7546,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,Riserva,Riserva,80, ,0,8,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-1
PELLEGRINI LO.,Roma,ROM,C,"7,7",1,5-11,1-2,7,74,"6,41",,530,"6842,11","6,022","6,574","7210,53","6,04","6,58","6315,79",0,0,0,0,0,0,P,10,20,0,Jolly,Jolly,"17,9", ,0,10,0, , ,FALSE,FALSE,,2026-08-20T09:36:19.000Z,-7
CHALOBAH T.,Como,COM,D,36,"30,2",32-41,23-38,3,92,"6,22",,5641,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,OttimoTit,OttimoTit,"10,4",Il Como per lui ha fatto un grande investimento per aumentare il livello della difesa. Sarà lui il titolare e venendo dalla Premier crediamo possa fare molto bene in Serie A.,0,3,0, , ,FALSE,TRUE,,2026-08-20T09:36:19.000Z,-6
